Finance_ID,Order_ID,Transaction_Date,Customer_ID,Customer_Name,Invoice_Value_INR,Amount_Paid_INR,Outstanding_INR,Freight_Cost_INR,Other_Expense_INR,Estimated_Net_Profit_INR,Payment_Type
FIN00653,ORD00297,2025-05-21,CUST013,Prime Industries,23135.25,23135.25,0,1086.67,543.34,5981.32,Invoice
FIN00654,ORD00745,2025-01-11,CUST078,Shree Industries,2760.57,2760.57,0,107.05,53.53,1070.65,Invoice
FIN00655,ORD00462,2025-02-15,CUST117,National Pvt Ltd,377.69,377.69,0,16.64,8.32,115.08,Invoice
FIN00656,ORD01174,2025-09-10,CUST019,Apex Manufacturing,3482.22,2579.86,902.36,146.17,73.08,1174.87,Invoice
FIN00657,ORD00977,2025-07-26,CUST009,Prime Industries,21841.02,21841.02,0,1044.68,522.34,5350.03,Invoice
FIN00658,ORD00378,2025-06-15,CUST098,Prime Pvt Ltd,4598.96,4598.96,0,184.31,92.16,1689.44,Invoice
FIN00659,ORD01284,2025-01-05,CUST058,Sunrise Pvt Ltd,3353.5,1176.52,2176.98,155.31,77.65,901.87,Invoice
FIN00660,ORD00106,2025-08-27,CUST025,Global Logistics,48414.09,402.41,48011.68,1980.82,990.41,17145.46,Invoice
FIN00661,ORD00127,2025-05-19,CUST034,Vertex Logistics,39278.92,39278.92,0,1542.75,771.37,14925.56,Invoice
FIN00662,ORD01024,2025-10-12,CUST032,Vertex Industries,17093.07,17093.07,0,735.87,367.93,5476.91,Invoice
FIN00663,ORD00793,2025-03-15,CUST024,Sunrise Logistics,421.13,228.32,192.81,16.87,8.44,154.81,Invoice
FIN00664,ORD00356,2025-07-07,CUST038,Global Manufacturing,9186.96,9186.96,0,387.82,193.91,3064.88,Invoice
FIN00665,ORD01459,2025-09-02,CUST055,National Manufacturing,43214.97,43214.97,0,1954.66,977.33,12359.31,Invoice
FIN00666,ORD01210,2025-05-01,CUST026,Prime Manufacturing,18506.06,18506.06,0,714.36,357.18,7229.39,Invoice
FIN00667,ORD00932,2025-09-18,CUST091,Metro Pvt Ltd,35611.93,35611.93,0,1331.82,665.91,14588.14,Invoice
FIN00668,ORD00210,2025-05-23,CUST099,Prime Pvt Ltd,4236.45,4236.45,0,178.12,89.06,1424.68,Invoice
FIN00669,ORD00731,2025-02-15,CUST050,Prime Industries,10577.26,10577.26,0,437.86,218.93,3665.28,Invoice
FIN00670,ORD00141,2025-07-29,CUST024,Sunrise Logistics,21916.78,21916.78,0,987.43,493.72,6329.43,Invoice
FIN00671,ORD01293,2025-12-29,CUST020,Shree Industries,31588.78,441.69,31147.09,1284.11,642.06,11318.16,Invoice
FIN00672,ORD01203,2025-06-08,CUST065,Apex Logistics,3390.52,3390.52,0,150.11,75.06,1020.92,Invoice
FIN00673,ORD00911,2025-05-19,CUST105,United Pvt Ltd,5876.18,5876.18,0,261.05,130.53,1755.3,Invoice
FIN00674,ORD01420,2025-03-20,CUST023,Vertex Logistics,3254.71,3254.71,0,130.93,65.46,1187.95,Invoice
FIN00675,ORD01558,2025-05-23,CUST075,Global Traders,22580.96,197.85,22383.11,840.52,420.26,9312.71,Invoice
FIN00676,ORD00862,2025-03-04,CUST032,Vertex Industries,6635.56,6635.56,0,263.49,131.74,2476.24,Invoice
FIN00677,ORD01143,2025-06-24,CUST110,Om Manufacturing,8545.32,8545.32,0,392.66,196.33,2346.87,Invoice
FIN00678,ORD00712,2025-10-17,CUST101,Vertex Manufacturing,6035.79,6035.79,0,245.85,122.93,2154.83,Invoice
FIN00679,ORD00707,2025-06-09,CUST007,Shree Industries,30129.08,30129.08,0,1141.28,570.64,12113.13,Invoice
FIN00680,ORD00011,2025-05-18,CUST028,United Logistics,68266.19,24676.86,43589.33,3500.48,1750.24,13008.61,Invoice
FIN00681,ORD01603,2025-06-21,CUST011,Vertex Industries,15821.68,8322.02,7499.66,558.67,279.34,7002.61,Invoice
FIN00682,ORD01326,2025-05-26,CUST006,Vertex Enterprises,25497.66,25497.66,0,975.09,487.54,10105.22,Invoice
FIN00683,ORD00283,2025-03-12,CUST100,Sunrise Traders,22410.13,8863.94,13546.19,1024.28,512.14,6241.12,Invoice
FIN00684,ORD00292,2025-06-19,CUST054,Prime Industries,11266.25,6912.57,4353.68,496.88,248.44,3422.71,Invoice
FIN00685,ORD00627,2025-04-21,CUST029,Prime Pvt Ltd,11223.38,11223.38,0,488.22,244.11,3516.42,Invoice
FIN00686,ORD01223,2025-11-20,CUST067,Metro Manufacturing,4171.21,4171.21,0,179.86,89.93,1331.96,Invoice
FIN00687,ORD01076,2025-08-29,CUST076,Metro Manufacturing,24304.42,24304.42,0,993.16,496.58,8626.62,Invoice
FIN00688,ORD00130,2025-08-02,CUST052,United Manufacturing,10265.99,459.49,9806.5,385.67,192.83,4177.92,Invoice
FIN00689,ORD01194,2025-06-23,CUST009,Prime Industries,55931.34,55931.34,0,2454.5,1227.25,17185.27,Invoice
FIN00690,ORD00324,2025-09-19,CUST064,Sunrise Industries,29185.48,16217.05,12968.43,1194.52,597.26,10329.15,Invoice
FIN00691,ORD00951,2025-04-11,CUST045,Apex Traders,14068.08,14068.08,0,603.71,301.85,4538.15,Invoice
FIN00692,ORD00695,2025-11-25,CUST067,Metro Manufacturing,4006.59,4006.59,0,175.04,87.52,1243.49,Invoice
FIN00693,ORD01504,2025-11-24,CUST050,Prime Industries,40726.9,40726.9,0,1883.42,941.71,10995.71,Invoice
FIN00694,ORD01678,2025-10-12,CUST025,Global Logistics,34255.26,13730.27,20524.99,1417.09,708.55,11885.44,Invoice
FIN00695,ORD00713,2025-12-23,CUST052,United Manufacturing,1348.06,1348.06,0,60.41,30.2,394.52,Invoice
FIN00696,ORD01695,2025-10-30,CUST047,Global Pvt Ltd,12862.76,6604.28,6258.48,578.89,289.44,3724.63,Invoice
FIN00697,ORD00988,2025-03-28,CUST024,Sunrise Logistics,1218.79,828.8,389.99,54.64,27.32,356.18,Invoice
FIN00698,ORD01458,2025-10-20,CUST053,United Manufacturing,2146.86,7.74,2139.12,85.14,42.57,802.85,Invoice
FIN00699,ORD01476,2025-02-25,CUST106,Global Pvt Ltd,28955.63,28955.63,0,1321.38,660.69,8096.73,Invoice
FIN00700,ORD00159,2025-09-15,CUST005,Apex Logistics,1099.07,1099.07,0,47.73,23.86,345.69,Invoice
FIN00701,ORD00810,2025-11-25,CUST060,Om Pvt Ltd,96141.05,96141.05,0,3484.85,1742.42,41130.22,Invoice
FIN00702,ORD00635,2025-01-14,CUST075,Global Traders,1294.34,1294.34,0,50.22,25.11,501.55,Invoice
FIN00703,ORD00517,2025-12-19,CUST021,National Pvt Ltd,3687.21,3687.21,0,152.2,76.1,1284.69,Invoice
FIN00704,ORD01285,2025-03-10,CUST060,Om Pvt Ltd,725.44,725.44,0,30.54,15.27,243.37,Invoice
FIN00705,ORD00598,2025-12-02,CUST118,National Traders,33726.59,20894.34,12832.25,1606.25,803.13,8370.72,Invoice
FIN00706,ORD00196,2025-11-20,CUST046,Shree Pvt Ltd,11685.79,1314.3,10371.49,493.63,246.82,3893.47,Invoice
FIN00707,ORD01787,2025-02-15,CUST029,Prime Pvt Ltd,14996.45,14996.45,0,646.36,323.18,4793.19,Invoice
FIN00708,ORD01685,2025-01-22,CUST111,National Manufacturing,157814.4,157814.4,0,7466.63,3733.32,39948.24,Invoice
FIN00709,ORD00411,2025-08-07,CUST076,Metro Manufacturing,26054.37,26054.37,0,1019.98,509.99,9953.32,Invoice
FIN00710,ORD00097,2025-04-03,CUST012,Shree Pvt Ltd,55922.02,55922.02,0,2617.98,1308.99,14595.38,Invoice
FIN00711,ORD00821,2025-07-31,CUST025,Global Logistics,9910.17,4081.25,5828.92,405.27,202.64,3512.68,Invoice
FIN00712,ORD00779,2025-11-05,CUST058,Sunrise Pvt Ltd,62675.37,62675.37,0,2595.19,1297.6,21708.42,Invoice
FIN00713,ORD00157,2025-12-09,CUST107,Om Traders,973.66,973.66,0,43.63,21.82,284.91,Invoice
FIN00714,ORD00420,2025-06-05,CUST028,United Logistics,13943.03,9508.55,4434.48,614.91,307.45,4236.3,Invoice
FIN00715,ORD01679,2025-02-04,CUST053,United Manufacturing,1180.19,1180.19,0,48.23,24.12,418.78,Invoice
FIN00716,ORD00478,2025-11-24,CUST081,Vertex Industries,32524.01,32524.01,0,1457.4,728.7,9517.87,Invoice
FIN00717,ORD01763,2025-08-14,CUST078,Shree Industries,58096.37,58096.37,0,2588.26,1294.13,17238.77,Invoice
FIN00718,ORD00669,2025-03-18,CUST010,Metro Logistics,84036.62,9167.96,74868.66,4037.42,2018.71,20302.99,Invoice
FIN00719,ORD00874,2025-04-01,CUST034,Vertex Logistics,6282.16,6282.16,0,255.26,127.63,2252.78,Invoice
FIN00720,ORD01590,2025-06-21,CUST104,Om Logistics,37270.57,37270.57,0,1592.36,796.18,12133.96,Invoice
FIN00721,ORD01524,2025-05-09,CUST009,Prime Industries,8369.3,8369.3,0,339.04,169.52,3017.39,Invoice
FIN00722,ORD00448,2025-03-15,CUST104,Om Logistics,12518.96,12518.96,0,483.1,241.55,4892.96,Invoice
FIN00723,ORD01115,2025-12-26,CUST080,Vertex Industries,29888.9,29888.9,0,1123.64,561.82,12151.5,Invoice
FIN00724,ORD00179,2025-10-13,CUST016,Shree Pvt Ltd,20621.11,10062.83,10558.28,865.19,432.6,6963.42,Invoice
FIN00725,ORD00391,2025-08-23,CUST032,Vertex Industries,3930.02,3930.02,0,182.83,91.41,1043.94,Invoice
FIN00726,ORD00579,2025-07-01,CUST001,Prime Industries,1052.63,1052.63,0,42.34,21.17,384.34,Invoice
FIN00727,ORD01303,2025-03-25,CUST064,Sunrise Industries,9932.93,9932.93,0,490.74,245.37,2186.25,Invoice
FIN00728,ORD01542,2025-02-01,CUST102,Global Logistics,24309.82,24309.82,0,1051.72,525.86,7707.73,Invoice
FIN00729,ORD01316,2025-12-03,CUST045,Apex Traders,134647.7,7293.76,127353.94,6264.29,3132.15,35761.39,Invoice
FIN00730,ORD01484,2025-11-08,CUST033,Om Manufacturing,2176.88,2176.88,0,90.81,45.4,743.4,Invoice
FIN00731,ORD01630,2025-02-14,CUST115,Metro Enterprises,25576.93,25576.93,0,1108.19,554.09,8083.4,Invoice
FIN00732,ORD01549,2025-08-10,CUST016,Shree Pvt Ltd,19855.11,7192.59,12662.52,931.73,465.86,5147.15,Invoice
FIN00733,ORD00807,2025-01-17,CUST037,Prime Pvt Ltd,1859.5,1859.5,0,70.93,35.46,739.83,Invoice
FIN00734,ORD00889,2025-07-26,CUST037,Prime Pvt Ltd,31624.65,31624.65,0,1251.63,625.82,11866.77,Invoice
FIN00735,ORD00665,2025-04-12,CUST119,National Traders,9575.25,9575.25,0,433.15,216.58,2737.65,Invoice
FIN00736,ORD00143,2025-06-02,CUST081,Vertex Industries,22558.68,22558.68,0,1194.04,597.02,3709.91,Invoice
FIN00737,ORD01367,2025-01-20,CUST101,Vertex Manufacturing,2200.92,2200.92,0,88.8,44.4,799.16,Invoice
FIN00738,ORD01286,2025-02-12,CUST067,Metro Manufacturing,6721.54,3947.88,2773.66,256.68,128.34,2669.64,Invoice
FIN00739,ORD00422,2025-06-15,CUST040,National Pvt Ltd,10755.09,10755.09,0,413.29,206.65,4230.96,Invoice
FIN00740,ORD00637,2025-02-03,CUST078,Shree Industries,8949.6,8949.6,0,380,190,2950.95,Invoice
FIN00741,ORD01264,2025-05-06,CUST107,Om Traders,14818.62,14818.62,0,578.2,289.1,5691.35,Invoice
FIN00742,ORD01793,2025-08-29,CUST116,United Manufacturing,7103.3,7103.3,0,332.12,166.06,1860.49,Invoice
FIN00743,ORD00616,2025-05-24,CUST114,United Pvt Ltd,32259.26,32259.26,0,1370.29,685.14,10628.27,Invoice
FIN00744,ORD00295,2025-03-05,CUST066,Om Logistics,14532.35,8487.59,6044.76,646.64,323.32,4324.66,Invoice
FIN00745,ORD00765,2025-08-26,CUST003,Prime Logistics,14985.91,14985.91,0,652.55,326.28,4684.9,Invoice
FIN00746,ORD01709,2025-08-10,CUST024,Sunrise Logistics,6067.19,6067.19,0,247.23,123.62,2164.46,Invoice
FIN00747,ORD00089,2025-09-28,CUST112,National Manufacturing,6127.11,6127.11,0,245.26,122.63,2255.44,Invoice
FIN00748,ORD00042,2025-05-27,CUST115,Metro Enterprises,19522.25,7591.53,11930.72,872.95,436.47,5742.13,Invoice
FIN00749,ORD01622,2025-01-29,CUST086,Apex Manufacturing,64304.99,64304.99,0,2472.83,1236.41,25269.62,Invoice
FIN00750,ORD01737,2025-03-15,CUST073,Vertex Industries,1663.14,1663.14,0,68.58,34.29,580.52,Invoice
FIN00751,ORD00132,2025-08-23,CUST080,Vertex Industries,28815.41,28815.41,0,1277.92,638.96,8642.56,Invoice
FIN00752,ORD01474,2025-09-21,CUST049,Metro Enterprises,4562.7,4562.7,0,201.35,100.67,1384.3,Invoice
FIN00753,ORD00811,2025-06-21,CUST031,United Industries,4119.39,4119.39,0,162.59,81.29,1552.83,Invoice
FIN00754,ORD00924,2025-07-22,CUST065,Apex Logistics,1826.63,1826.63,0,80.05,40.02,563.01,Invoice
FIN00755,ORD01669,2025-06-01,CUST047,Global Pvt Ltd,7726.1,7726.1,0,328.72,164.36,2537,Invoice
FIN00756,ORD00974,2025-04-18,CUST117,National Pvt Ltd,27328.52,27328.52,0,1118.8,559.4,9667.4,Invoice
FIN00757,ORD00165,2025-02-10,CUST110,Om Manufacturing,17348.11,17348.11,0,678.09,339.04,6644.01,Invoice
FIN00758,ORD00725,2025-01-09,CUST088,United Manufacturing,865.12,865.12,0,40.75,20.37,221.89,Invoice
FIN00759,ORD00291,2025-11-23,CUST051,Prime Manufacturing,52791.92,52791.92,0,2480.06,1240.03,13642.41,Invoice
FIN00760,ORD01703,2025-12-20,CUST031,United Industries,7088.35,3857.76,3230.59,330.31,165.16,1874.14,Invoice
FIN00761,ORD00835,2025-09-15,CUST015,Metro Manufacturing,31023.05,13284.82,17738.23,1210.91,605.45,11908.02,Invoice
FIN00762,ORD00349,2025-12-13,CUST049,Metro Enterprises,4118.43,4118.43,0,147.95,73.97,1782.95,Invoice
FIN00763,ORD00572,2025-08-20,CUST083,Metro Industries,33583.01,33583.01,0,1548.37,774.19,9140.82,Invoice
FIN00764,ORD00799,2025-01-02,CUST110,Om Manufacturing,1208.6,702.36,506.24,50.09,25.04,417.94,Invoice
FIN00765,ORD01696,2025-06-01,CUST077,Shree Industries,19684.13,19684.13,0,851.52,425.76,6242.35,Invoice
FIN00766,ORD00966,2025-07-21,CUST053,United Manufacturing,1317.32,1317.32,0,50.12,25.06,526.17,Invoice
FIN00767,ORD01436,2025-12-09,CUST050,Prime Industries,8543.97,643.4,7900.57,343.55,171.78,3120.74,Invoice
FIN00768,ORD01757,2025-11-13,CUST072,United Logistics,14205.09,14205.09,0,645.7,322.85,4012.19,Invoice
FIN00769,ORD00840,2025-05-14,CUST056,National Enterprises,10717.33,10717.33,0,413.62,206.81,4188.06,Invoice
FIN00770,ORD00459,2025-08-22,CUST109,National Enterprises,12087.07,5128.74,6958.33,480.76,240.38,4497.94,Invoice
FIN00771,ORD00376,2025-02-11,CUST116,United Manufacturing,5799.89,10.98,5788.91,259.85,129.92,1698.02,Invoice
FIN00772,ORD00334,2025-01-09,CUST037,Prime Pvt Ltd,65608.34,65608.34,0,3368.13,1684.07,12439.98,Invoice
FIN00773,ORD01607,2025-01-08,CUST001,Prime Industries,49332.4,36092.51,13239.89,2772.34,1386.17,5569.08,Invoice
FIN00774,ORD01762,2025-08-25,CUST012,Shree Pvt Ltd,1340.12,1340.12,0,51.5,25.75,527.14,Invoice
FIN00775,ORD01456,2025-12-27,CUST025,Global Logistics,23450.66,23450.66,0,1131.99,566,5581.38,Invoice
FIN00776,ORD01704,2025-12-25,CUST045,Apex Traders,2444.43,2444.43,0,120.12,60.06,548.32,Invoice
FIN00777,ORD01182,2025-06-23,CUST008,Metro Traders,31933.2,31933.2,0,1686.56,843.28,5309.57,Invoice
FIN00778,ORD01671,2025-10-04,CUST040,National Pvt Ltd,9489.36,9489.36,0,341.55,170.77,4097.82,Invoice
FIN00779,ORD01035,2025-03-16,CUST004,Prime Manufacturing,168898.21,168898.21,0,7935.99,3967.99,43623.01,Invoice
FIN00780,ORD01733,2025-04-05,CUST093,Om Traders,8976.83,8976.83,0,366.59,183.3,3189.87,Invoice
FIN00781,ORD00329,2025-02-09,CUST075,Global Traders,9591.34,9591.34,0,386.79,193.4,3485.52,Invoice
FIN00782,ORD01193,2025-09-19,CUST060,Om Pvt Ltd,8606.57,8606.57,0,379.44,189.72,2616.85,Invoice
FIN00783,ORD00319,2025-12-10,CUST063,Prime Logistics,12786.57,12786.57,0,495.24,247.62,4968.84,Invoice
FIN00784,ORD01379,2025-09-24,CUST016,Shree Pvt Ltd,116746.88,11994.13,104752.75,5387.64,2693.82,31699.12,Invoice
FIN00785,ORD01221,2025-06-13,CUST036,National Industries,5958.22,5958.22,0,249.93,124.97,2012.83,Invoice
FIN00786,ORD01563,2025-12-25,CUST028,United Logistics,6853.47,6853.47,0,276.12,138.06,2494.79,Invoice
FIN00787,ORD00168,2025-01-03,CUST076,Metro Manufacturing,11912.11,11912.11,0,605.61,302.8,2352.14,Invoice
FIN00788,ORD00013,2025-07-28,CUST051,Prime Manufacturing,126380.54,64676.56,61703.98,6128.9,3064.45,29631.49,Invoice
FIN00789,ORD00172,2025-03-11,CUST118,National Traders,1751.35,214.23,1537.12,73.5,36.75,591.04,Invoice
FIN00790,ORD00650,2025-09-22,CUST035,United Industries,2998.99,2998.99,0,134.85,67.43,870.26,Invoice
FIN00791,ORD00261,2025-06-26,CUST052,United Manufacturing,25581.19,25581.19,0,1005.75,502.88,9704.64,Invoice
FIN00792,ORD01243,2025-12-19,CUST100,Sunrise Traders,2611.08,2611.08,0,105.25,52.62,949.67,Invoice
FIN00793,ORD01616,2025-12-20,CUST090,Sunrise Traders,22669.51,22669.51,0,910.79,455.39,8292.05,Invoice
FIN00794,ORD00673,2025-03-10,CUST048,Sunrise Manufacturing,6863.78,6863.78,0,243.92,121.96,3013.39,Invoice
FIN00795,ORD00259,2025-01-15,CUST040,National Pvt Ltd,370.13,20.45,349.68,14.69,7.34,138.27,Invoice
FIN00796,ORD01190,2025-03-17,CUST076,Metro Manufacturing,334.48,334.48,0,14.67,7.33,102.98,Invoice
FIN00797,ORD00139,2025-01-29,CUST020,Shree Industries,41073.04,41073.04,0,1641.13,820.57,15166.57,Invoice
FIN00798,ORD00550,2025-02-01,CUST023,Vertex Logistics,4437.95,1726.1,2711.85,162.52,81.26,1872.38,Invoice
FIN00799,ORD00863,2025-06-01,CUST110,Om Manufacturing,1555.14,1555.14,0,65.83,32.91,515.99,Invoice
FIN00800,ORD01376,2025-04-21,CUST067,Metro Manufacturing,24592.83,24592.83,0,1042.27,521.14,8139.79,Invoice
FIN00801,ORD01119,2025-01-04,CUST020,Shree Industries,2447.84,2447.84,0,109.59,54.79,717.91,Invoice
FIN00802,ORD01068,2025-12-07,CUST090,Sunrise Traders,139490.25,139490.25,0,6735.61,3367.81,33163.8,Invoice
FIN00803,ORD00559,2025-06-13,CUST022,United Manufacturing,61413.43,61413.43,0,3081.18,1540.59,12774.74,Invoice
FIN00804,ORD00140,2025-05-11,CUST027,Om Industries,4983.84,4983.84,0,216.78,108.39,1561.89,Invoice
FIN00805,ORD01565,2025-07-31,CUST032,Vertex Industries,39588.24,39588.24,0,1674.86,837.43,13149.41,Invoice
FIN00806,ORD00532,2025-01-15,CUST025,Global Logistics,11794.15,11794.15,0,504.88,252.44,3824.33,Invoice
FIN00807,ORD00225,2025-05-08,CUST017,Global Logistics,25289.73,1715.41,23574.32,1124.99,562.49,7530.98,Invoice
FIN00808,ORD00724,2025-12-25,CUST107,Om Traders,8903.92,8903.92,0,369.64,184.82,3068.83,Invoice
FIN00809,ORD00787,2025-03-10,CUST043,Om Logistics,893.71,893.71,0,36.2,18.1,322.34,Invoice
FIN00810,ORD00825,2025-07-14,CUST057,Apex Enterprises,20030.75,20030.75,0,827.79,413.89,6963.52,Invoice
FIN00811,ORD00410,2025-12-03,CUST020,Shree Industries,807.23,807.23,0,37.09,18.55,221.72,Invoice
FIN00812,ORD00326,2025-04-16,CUST092,Metro Industries,9714.36,9714.36,0,412.59,206.29,3201.39,Invoice
FIN00813,ORD00965,2025-02-17,CUST011,Vertex Industries,14382.86,14382.86,0,609.28,304.64,4764.92,Invoice
FIN00814,ORD00300,2025-08-05,CUST105,United Pvt Ltd,17705.44,17705.44,0,725.34,362.67,6255.43,Invoice
FIN00815,ORD01139,2025-02-04,CUST058,Sunrise Pvt Ltd,9345.24,5275.43,4069.81,420.78,210.39,2702.89,Invoice
FIN00816,ORD01183,2025-07-09,CUST080,Vertex Industries,8875.13,8875.13,0,369.77,184.88,3038.09,Invoice
FIN00817,ORD00940,2025-05-31,CUST030,Metro Industries,73276.66,52339.3,20937.36,3416.68,1708.34,19341.94,Invoice
FIN00818,ORD01672,2025-03-20,CUST039,Shree Logistics,12149.27,12149.27,0,480.16,240.08,4569.53,Invoice
FIN00819,ORD00715,2025-11-26,CUST002,Global Pvt Ltd,97611.09,97611.09,0,5109.1,2554.55,16960.31,Invoice
FIN00820,ORD00194,2025-10-03,CUST075,Global Traders,7933.5,7933.5,0,325.25,162.62,2799.25,Invoice
FIN00821,ORD00441,2025-12-13,CUST012,Shree Pvt Ltd,16304.12,16304.12,0,643.33,321.67,6148.64,Invoice
FIN00822,ORD00574,2025-05-15,CUST074,Global Traders,15050.41,15050.41,0,588.06,294.03,5767.45,Invoice
FIN00823,ORD00504,2025-08-07,CUST080,Vertex Industries,715.66,517.35,198.31,33.03,16.51,194.27,Invoice
FIN00824,ORD00606,2025-11-15,CUST048,Sunrise Manufacturing,2498.92,2498.92,0,100.15,50.07,918.04,Invoice
FIN00825,ORD01055,2025-07-26,CUST081,Vertex Industries,1027.34,1027.34,0,41.83,20.92,366.96,Invoice
FIN00826,ORD01609,2025-12-02,CUST081,Vertex Industries,36554.93,36554.93,0,1877.41,938.71,6918.65,Invoice
FIN00827,ORD00004,2025-05-14,CUST079,Shree Manufacturing,3955.01,3955.01,0,171.79,85.9,1243.11,Invoice
FIN00828,ORD01042,2025-07-14,CUST079,Shree Manufacturing,1504.12,1504.12,0,57.65,28.82,594.08,Invoice
FIN00829,ORD01108,2025-04-08,CUST112,National Manufacturing,40360.12,40360.12,0,1587.66,793.83,15297.76,Invoice
FIN00830,ORD00468,2025-06-26,CUST033,Om Manufacturing,9607.9,9607.9,0,433.56,216.78,2763.84,Invoice
FIN00831,ORD00322,2025-10-03,CUST063,Prime Logistics,192880.72,192880.72,0,9107.31,4553.66,49115.31,Invoice
FIN00832,ORD00006,2025-11-15,CUST004,Prime Manufacturing,57443.5,57443.5,0,2467.7,1233.85,18489.17,Invoice
FIN00833,ORD00223,2025-10-27,CUST026,Prime Manufacturing,10391.29,10391.29,0,372.9,186.45,4504.75,Invoice
FIN00834,ORD00548,2025-08-09,CUST075,Global Traders,180365.16,180365.16,0,8434,4217,47228.46,Invoice
FIN00835,ORD00229,2025-04-06,CUST007,Shree Industries,11630.36,11630.36,0,451.82,225.91,4498.13,Invoice
FIN00836,ORD00040,2025-08-15,CUST107,Om Traders,2250.9,2250.9,0,103.36,51.68,619.22,Invoice
FIN00837,ORD00543,2025-10-31,CUST044,Apex Industries,14807.18,14807.18,0,569.34,284.67,5819.8,Invoice
FIN00838,ORD00243,2025-01-11,CUST039,Shree Logistics,4533.31,4533.31,0,186.43,93.21,1590.4,Invoice
FIN00839,ORD01716,2025-06-29,CUST011,Vertex Industries,13267.29,6683.91,6583.38,599.59,299.8,3802.29,Invoice
FIN00840,ORD00137,2025-04-22,CUST019,Apex Manufacturing,166991.65,166991.65,0,8695.68,4347.84,29724.05,Invoice
FIN00841,ORD01079,2025-09-26,CUST025,Global Logistics,22402.3,22402.3,0,975.75,487.88,6999.33,Invoice
FIN00842,ORD01581,2025-04-24,CUST038,Global Manufacturing,12040.59,6945.41,5095.18,576.85,288.43,2934.59,Invoice
FIN00843,ORD01418,2025-10-06,CUST017,Global Logistics,43721.66,43721.66,0,1768.77,884.38,15800.41,Invoice
FIN00844,ORD01434,2025-09-21,CUST043,Om Logistics,6307.7,6307.7,0,284.68,142.34,1813.84,Invoice
FIN00845,ORD00830,2025-01-02,CUST109,National Enterprises,38765.99,38765.99,0,1382.41,691.21,16943.59,Invoice
FIN00846,ORD00446,2025-02-14,CUST103,Apex Traders,5013.76,2421.31,2592.45,195.79,97.9,1923.01,Invoice
FIN00847,ORD00843,2025-11-18,CUST024,Sunrise Logistics,851.17,851.17,0,34.34,17.17,309.03,Invoice
FIN00848,ORD00980,2025-08-06,CUST062,Global Industries,11476.85,11476.85,0,464.43,232.22,4145.46,Invoice
FIN00849,ORD01698,2025-03-19,CUST050,Prime Industries,25446.67,12697.78,12748.89,985.81,492.91,9884.91,Invoice
FIN00850,ORD01074,2025-07-04,CUST104,Om Logistics,1021.02,1021.02,0,47.95,23.98,264.06,Invoice
FIN00851,ORD01643,2025-02-02,CUST010,Metro Logistics,394377.27,394377.27,0,21546.37,10773.18,54252.46,Invoice
FIN00852,ORD00582,2025-05-16,CUST019,Apex Manufacturing,24406.68,17551.85,6854.83,1187.94,593.97,5654.23,Invoice
FIN00853,ORD01589,2025-03-19,CUST084,Prime Traders,937.81,937.81,0,40.09,20.05,304.92,Invoice
FIN00854,ORD01770,2025-08-03,CUST050,Prime Industries,52894.58,52894.58,0,2078.24,1039.12,20088.03,Invoice
FIN00855,ORD00662,2025-06-03,CUST115,Metro Enterprises,7572.34,7572.34,0,327.92,163.96,2395.88,Invoice
FIN00856,ORD00437,2025-04-17,CUST111,National Manufacturing,42116.09,42116.09,0,2018.53,1009.26,10252.16,Invoice
FIN00857,ORD01670,2025-04-04,CUST016,Shree Pvt Ltd,17994.82,11287.41,6707.41,686.49,343.25,7158.06,Invoice
FIN00858,ORD00377,2025-07-17,CUST031,United Industries,53939.51,53939.51,0,2256.57,1128.29,18317.87,Invoice
FIN00859,ORD01330,2025-10-12,CUST093,Om Traders,6991.99,6991.99,0,300.33,150.16,2251.12,Invoice
FIN00860,ORD00315,2025-01-16,CUST110,Om Manufacturing,354090.62,219860.4,134230.22,15564.05,7782.03,108400.92,Invoice
FIN00861,ORD00443,2025-04-13,CUST061,Apex Industries,62949.29,62949.29,0,2873.46,1436.73,17589.6,Invoice
FIN00862,ORD01038,2025-10-16,CUST115,Metro Enterprises,5614.47,5614.47,0,261.51,130.76,1486.34,Invoice
FIN00863,ORD00320,2025-10-17,CUST071,Prime Manufacturing,843617.44,578758.7,264858.74,39898.74,19949.37,213787.32,Invoice
FIN00864,ORD00282,2025-01-26,CUST093,Om Traders,8593.66,5933.91,2659.75,326.44,163.22,3440.51,Invoice
FIN00865,ORD00933,2025-02-09,CUST059,Global Manufacturing,53907.11,53907.11,0,2853.27,1426.64,8866.15,Invoice
FIN00866,ORD01358,2025-09-27,CUST034,Vertex Logistics,56127.45,56127.45,0,2259.57,1129.78,20458.57,Invoice
FIN00867,ORD01604,2025-07-23,CUST079,Shree Manufacturing,67141.18,25907.33,41233.85,3029.03,1514.51,19325.81,Invoice
FIN00868,ORD00425,2025-11-15,CUST105,United Pvt Ltd,10352.92,10352.92,0,468.84,234.42,2951.97,Invoice
FIN00869,ORD00554,2025-03-27,CUST101,Vertex Manufacturing,10967.48,472.73,10494.75,418.61,209.3,4359.46,Invoice
FIN00870,ORD00595,2025-12-05,CUST083,Metro Industries,24312.84,24312.84,0,1067.29,533.65,7464.86,Invoice
FIN00871,ORD01764,2025-12-27,CUST069,United Logistics,23982.7,14465.11,9517.59,1019.06,509.53,7896.13,Invoice
