Order_ID,Order_Date,Product_ID,Product_Name,Category,Quantity,Planned_Production_Date,Production_Completion_Date,Production_Status,Production_Days,Planned_Qty,Actual_Qty,Production_Completion_%
ORD01380,2025-04-19,P005,Stretch Film Roll,Stretch / Film Solutions,5,2025-04-21,2025-04-23,Completed,2,5,5,1
ORD01381,2025-11-17,P011,5-Ply Corrugated Box,Customized Carton Boxes,43,2025-11-22,2025-11-26,Pending,4,43,0,0
ORD01382,2025-09-28,P007,Wooden Pallet,Pallet Solutions,41,2025-10-03,2025-10-10,Completed,7,41,41,1
ORD01383,2025-11-27,P007,Wooden Pallet,Pallet Solutions,79,2025-12-01,2025-12-06,Completed,5,79,79,1
ORD01384,2025-12-29,P011,5-Ply Corrugated Box,Customized Carton Boxes,67,2025-12-31,2026-01-07,In Production,7,67,34,0.507462687
ORD01385,2025-12-28,P007,Wooden Pallet,Pallet Solutions,3,2026-01-03,2026-01-08,Completed,5,3,3,1
ORD01386,2025-12-13,P002,PET Strapping Roll,Strapping Solutions,270,2025-12-18,2025-12-19,In Production,1,270,206,0.762962963
ORD01387,2025-02-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,51,2025-02-26,2025-02-27,In Production,1,51,40,0.784313725
ORD01388,2025-03-14,P009,Manual Strapping Tool,Packaging Tools & Equipment,4,2025-03-19,2025-03-23,Completed,4,4,4,1
ORD01389,2025-11-24,P014,Hand Pallet Truck,Material Handling,132,2025-11-26,2025-11-30,Completed,4,132,132,1
ORD01390,2025-06-16,P004,EPE Foam Roll,Protective Packaging,55,2025-06-22,2025-06-25,Completed,3,55,55,1
ORD01391,2025-03-14,P013,Platform Trolley,Material Handling,55,2025-03-20,2025-03-25,Completed,5,55,55,1
ORD01392,2025-07-15,P010,Battery Strapping Machine,Packaging Tools & Equipment,11,2025-07-21,2025-07-25,In Production,4,11,7,0.636363636
ORD01393,2025-12-11,P001,PP Strapping Roll,Strapping Solutions,1060,2025-12-14,2025-12-21,Completed,7,1060,1060,1
ORD01394,2025-10-05,P008,Plastic Pallet,Pallet Solutions,21,2025-10-08,2025-10-10,Completed,2,21,21,1
ORD01395,2025-01-01,P011,5-Ply Corrugated Box,Customized Carton Boxes,3,2025-01-03,2025-01-09,In Production,6,3,1,0.333333333
ORD01396,2025-04-14,P011,5-Ply Corrugated Box,Customized Carton Boxes,15,2025-04-16,2025-04-17,Pending,1,15,0,0
ORD01397,2025-05-23,P011,5-Ply Corrugated Box,Customized Carton Boxes,7,2025-05-25,2025-05-28,Completed,3,7,7,1
ORD01398,2025-04-11,P012,7-Ply Corrugated Box,Customized Carton Boxes,7,2025-04-17,2025-04-21,Completed,4,7,7,1
ORD01399,2025-05-25,P001,PP Strapping Roll,Strapping Solutions,170,2025-05-30,2025-06-01,Completed,2,170,170,1
ORD01400,2025-02-17,P005,Stretch Film Roll,Stretch / Film Solutions,9,2025-02-22,2025-02-28,Pending,6,9,0,0
ORD01401,2025-07-23,P012,7-Ply Corrugated Box,Customized Carton Boxes,33,2025-07-29,2025-08-04,Completed,6,33,33,1
ORD01402,2025-03-29,P001,PP Strapping Roll,Strapping Solutions,200,2025-04-01,2025-04-04,In Production,3,200,98,0.49
ORD01403,2025-11-05,P012,7-Ply Corrugated Box,Customized Carton Boxes,30,2025-11-08,2025-11-09,Completed,1,30,30,1
ORD01404,2025-06-26,P005,Stretch Film Roll,Stretch / Film Solutions,32,2025-07-01,2025-07-02,In Production,1,32,24,0.75
ORD01405,2025-03-28,P007,Wooden Pallet,Pallet Solutions,8,2025-04-03,2025-04-06,Completed,3,8,8,1
ORD01406,2025-01-28,P008,Plastic Pallet,Pallet Solutions,45,2025-01-31,2025-02-04,Completed,4,45,45,1
ORD01407,2025-09-20,P006,Shrink Film Roll,Stretch / Film Solutions,24,2025-09-23,2025-09-25,Completed,2,24,24,1
ORD01408,2025-05-14,P013,Platform Trolley,Material Handling,10,2025-05-20,2025-05-24,Completed,4,10,10,1
ORD01409,2025-10-04,P011,5-Ply Corrugated Box,Customized Carton Boxes,20,2025-10-07,2025-10-08,Pending,1,20,0,0
ORD01410,2025-01-12,P001,PP Strapping Roll,Strapping Solutions,160,2025-01-17,2025-01-24,Completed,7,160,160,1
ORD01411,2025-05-01,P004,EPE Foam Roll,Protective Packaging,7,2025-05-06,2025-05-11,Completed,5,7,7,1
ORD01412,2025-06-28,P003,Bubble Wrap Roll,Protective Packaging,19,2025-07-02,2025-07-08,Completed,6,19,19,1
ORD01413,2025-12-18,P005,Stretch Film Roll,Stretch / Film Solutions,13,2025-12-22,2025-12-26,Completed,4,13,13,1
ORD01414,2025-08-22,P001,PP Strapping Roll,Strapping Solutions,110,2025-08-28,2025-08-29,Completed,1,110,110,1
ORD01415,2025-03-23,P013,Platform Trolley,Material Handling,14,2025-03-26,2025-03-27,Completed,1,14,14,1
ORD01416,2025-12-21,P009,Manual Strapping Tool,Packaging Tools & Equipment,13,2025-12-25,2025-12-30,Completed,5,13,13,1
ORD01417,2025-05-26,P005,Stretch Film Roll,Stretch / Film Solutions,25,2025-05-30,2025-06-03,In Production,4,25,18,0.72
ORD01418,2025-10-06,P003,Bubble Wrap Roll,Protective Packaging,50,2025-10-11,2025-10-15,Completed,4,50,50,1
ORD01419,2025-11-11,P011,5-Ply Corrugated Box,Customized Carton Boxes,26,2025-11-13,2025-11-19,Completed,6,26,26,1
ORD01420,2025-03-20,P012,7-Ply Corrugated Box,Customized Carton Boxes,33,2025-03-23,2025-03-26,Pending,3,33,0,0
ORD01421,2025-01-01,P009,Manual Strapping Tool,Packaging Tools & Equipment,18,2025-01-06,2025-01-12,Completed,6,18,18,1
ORD01422,2025-11-14,P002,PET Strapping Roll,Strapping Solutions,50,2025-11-18,2025-11-24,Completed,6,50,50,1
ORD01423,2025-09-26,P005,Stretch Film Roll,Stretch / Film Solutions,16,2025-10-01,2025-10-05,Completed,4,16,16,1
ORD01424,2025-09-30,P002,PET Strapping Roll,Strapping Solutions,555,2025-10-06,2025-10-13,Completed,7,555,555,1
ORD01425,2025-12-17,P010,Battery Strapping Machine,Packaging Tools & Equipment,18,2025-12-21,2025-12-23,In Production,2,18,13,0.722222222
ORD01426,2025-07-26,P013,Platform Trolley,Material Handling,13,2025-08-01,2025-08-03,In Production,2,13,10,0.769230769
ORD01427,2025-07-20,P012,7-Ply Corrugated Box,Customized Carton Boxes,28,2025-07-24,2025-07-27,Pending,3,28,0,0
ORD01428,2025-05-28,P003,Bubble Wrap Roll,Protective Packaging,25,2025-06-01,2025-06-03,Completed,2,25,25,1
ORD01429,2025-11-03,P004,EPE Foam Roll,Protective Packaging,32,2025-11-08,2025-11-10,Completed,2,32,32,1
ORD01430,2025-07-21,P005,Stretch Film Roll,Stretch / Film Solutions,19,2025-07-25,2025-07-26,Completed,1,19,19,1
ORD01431,2025-11-14,P002,PET Strapping Roll,Strapping Solutions,65,2025-11-17,2025-11-24,Pending,7,65,0,0
ORD01432,2025-01-09,P007,Wooden Pallet,Pallet Solutions,13,2025-01-15,2025-01-18,Completed,3,13,13,1
ORD01433,2025-11-12,P008,Plastic Pallet,Pallet Solutions,8,2025-11-18,2025-11-19,Completed,1,8,8,1
ORD01434,2025-09-21,P012,7-Ply Corrugated Box,Customized Carton Boxes,74,2025-09-27,2025-10-02,Completed,5,74,74,1
ORD01435,2025-10-26,P005,Stretch Film Roll,Stretch / Film Solutions,10,2025-11-01,2025-11-05,Completed,4,10,10,1
ORD01436,2025-12-09,P003,Bubble Wrap Roll,Protective Packaging,10,2025-12-13,2025-12-18,Completed,5,10,10,1
ORD01437,2025-03-02,P001,PP Strapping Roll,Strapping Solutions,120,2025-03-04,2025-03-11,In Production,7,120,50,0.416666667
ORD01438,2025-10-28,P002,PET Strapping Roll,Strapping Solutions,145,2025-10-31,2025-11-01,In Production,1,145,84,0.579310345
ORD01439,2025-06-15,P014,Hand Pallet Truck,Material Handling,4,2025-06-19,2025-06-23,Completed,4,4,4,1
ORD01440,2025-09-24,P006,Shrink Film Roll,Stretch / Film Solutions,11,2025-09-30,2025-10-05,Pending,5,11,0,0
ORD01441,2025-08-14,P006,Shrink Film Roll,Stretch / Film Solutions,120,2025-08-18,2025-08-24,Completed,6,120,120,1
ORD01442,2025-04-22,P014,Hand Pallet Truck,Material Handling,26,2025-04-25,2025-05-01,Completed,6,26,26,1
ORD01443,2025-11-17,P013,Platform Trolley,Material Handling,26,2025-11-21,2025-11-26,Completed,5,26,26,1
ORD01444,2025-04-15,P004,EPE Foam Roll,Protective Packaging,33,2025-04-21,2025-04-25,Completed,4,33,33,1
ORD01445,2025-04-03,P002,PET Strapping Roll,Strapping Solutions,515,2025-04-07,2025-04-11,Pending,4,515,0,0
ORD01446,2025-10-20,P012,7-Ply Corrugated Box,Customized Carton Boxes,4,2025-10-22,2025-10-25,Completed,3,4,4,1
ORD01447,2025-04-04,P013,Platform Trolley,Material Handling,30,2025-04-09,2025-04-10,Completed,1,30,30,1
ORD01448,2025-06-16,P001,PP Strapping Roll,Strapping Solutions,250,2025-06-19,2025-06-21,In Production,2,250,198,0.792
ORD01449,2025-06-17,P009,Manual Strapping Tool,Packaging Tools & Equipment,6,2025-06-23,2025-06-24,Completed,1,6,6,1
ORD01450,2025-04-15,P006,Shrink Film Roll,Stretch / Film Solutions,46,2025-04-19,2025-04-24,Completed,5,46,46,1
ORD01451,2025-05-29,P005,Stretch Film Roll,Stretch / Film Solutions,37,2025-06-01,2025-06-02,Completed,1,37,37,1
ORD01452,2025-08-17,P012,7-Ply Corrugated Box,Customized Carton Boxes,26,2025-08-23,2025-08-30,Completed,7,26,26,1
ORD01453,2025-08-28,P003,Bubble Wrap Roll,Protective Packaging,17,2025-09-03,2025-09-07,In Production,4,17,13,0.764705882
ORD01454,2025-03-18,P009,Manual Strapping Tool,Packaging Tools & Equipment,18,2025-03-20,2025-03-27,Completed,7,18,18,1
ORD01455,2025-05-16,P002,PET Strapping Roll,Strapping Solutions,50,2025-05-22,2025-05-26,Completed,4,50,50,1
ORD01456,2025-12-27,P008,Plastic Pallet,Pallet Solutions,10,2025-12-31,2026-01-06,Completed,6,10,10,1
ORD01457,2025-06-04,P008,Plastic Pallet,Pallet Solutions,38,2025-06-07,2025-06-11,Completed,4,38,38,1
ORD01458,2025-10-20,P012,7-Ply Corrugated Box,Customized Carton Boxes,21,2025-10-22,2025-10-23,In Production,1,21,9,0.428571429
ORD01459,2025-09-02,P004,EPE Foam Roll,Protective Packaging,31,2025-09-06,2025-09-12,In Production,6,31,21,0.677419355
ORD01460,2025-09-13,P007,Wooden Pallet,Pallet Solutions,9,2025-09-15,2025-09-20,Completed,5,9,9,1
ORD01461,2025-08-24,P005,Stretch Film Roll,Stretch / Film Solutions,35,2025-08-29,2025-09-02,Completed,4,35,35,1
ORD01462,2025-11-13,P011,5-Ply Corrugated Box,Customized Carton Boxes,83,2025-11-15,2025-11-19,In Production,4,83,55,0.662650602
ORD01463,2025-05-31,P011,5-Ply Corrugated Box,Customized Carton Boxes,12,2025-06-06,2025-06-08,Completed,2,12,12,1
ORD01464,2025-04-01,P001,PP Strapping Roll,Strapping Solutions,230,2025-04-03,2025-04-04,Completed,1,230,230,1
ORD01465,2025-12-07,P012,7-Ply Corrugated Box,Customized Carton Boxes,14,2025-12-11,2025-12-13,Completed,2,14,14,1
ORD01466,2025-07-14,P004,EPE Foam Roll,Protective Packaging,12,2025-07-16,2025-07-23,Completed,7,12,12,1
ORD01467,2025-04-28,P011,5-Ply Corrugated Box,Customized Carton Boxes,83,2025-05-03,2025-05-04,In Production,1,83,70,0.843373494
ORD01468,2025-04-19,P012,7-Ply Corrugated Box,Customized Carton Boxes,5,2025-04-21,2025-04-24,In Production,3,5,4,0.8
ORD01469,2025-09-11,P001,PP Strapping Roll,Strapping Solutions,100,2025-09-15,2025-09-16,Completed,1,100,100,1
ORD01470,2025-04-27,P001,PP Strapping Roll,Strapping Solutions,100,2025-04-30,2025-05-02,In Production,2,100,73,0.73
ORD01471,2025-11-25,P004,EPE Foam Roll,Protective Packaging,52,2025-11-27,2025-11-29,Completed,2,52,52,1
ORD01472,2025-08-20,P004,EPE Foam Roll,Protective Packaging,22,2025-08-24,2025-08-28,Completed,4,22,22,1
ORD01473,2025-05-09,P007,Wooden Pallet,Pallet Solutions,8,2025-05-14,2025-05-21,Completed,7,8,8,1
ORD01474,2025-09-21,P012,7-Ply Corrugated Box,Customized Carton Boxes,49,2025-09-23,2025-09-24,Completed,1,49,49,1
ORD01475,2025-02-16,P012,7-Ply Corrugated Box,Customized Carton Boxes,34,2025-02-21,2025-02-23,Completed,2,34,34,1
ORD01476,2025-02-25,P008,Plastic Pallet,Pallet Solutions,11,2025-03-01,2025-03-07,Completed,6,11,11,1
ORD01477,2025-06-20,P001,PP Strapping Roll,Strapping Solutions,250,2025-06-22,2025-06-23,Pending,1,250,0,0
ORD01478,2025-04-11,P003,Bubble Wrap Roll,Protective Packaging,5,2025-04-13,2025-04-14,Completed,1,5,5,1
ORD01479,2025-11-02,P002,PET Strapping Roll,Strapping Solutions,50,2025-11-06,2025-11-10,Completed,4,50,50,1
ORD01480,2025-08-12,P008,Plastic Pallet,Pallet Solutions,13,2025-08-17,2025-08-21,Completed,4,13,13,1
ORD01481,2025-05-17,P001,PP Strapping Roll,Strapping Solutions,100,2025-05-22,2025-05-26,Completed,4,100,100,1
ORD01482,2025-08-17,P014,Hand Pallet Truck,Material Handling,36,2025-08-23,2025-08-27,Completed,4,36,36,1
ORD01483,2025-10-16,P001,PP Strapping Roll,Strapping Solutions,570,2025-10-20,2025-10-25,Pending,5,570,0,0
ORD01484,2025-11-08,P012,7-Ply Corrugated Box,Customized Carton Boxes,24,2025-11-14,2025-11-15,Completed,1,24,24,1
ORD01485,2025-11-28,P003,Bubble Wrap Roll,Protective Packaging,8,2025-11-30,2025-12-02,Completed,2,8,8,1
ORD01486,2025-07-30,P007,Wooden Pallet,Pallet Solutions,23,2025-08-04,2025-08-05,Pending,1,23,0,0
ORD01487,2025-06-15,P005,Stretch Film Roll,Stretch / Film Solutions,16,2025-06-20,2025-06-22,Completed,2,16,16,1
ORD01488,2025-12-31,P013,Platform Trolley,Material Handling,48,2026-01-04,2026-01-06,Completed,2,48,48,1
ORD01489,2025-02-15,P002,PET Strapping Roll,Strapping Solutions,50,2025-02-20,2025-02-21,Completed,1,50,50,1
ORD01490,2025-07-09,P005,Stretch Film Roll,Stretch / Film Solutions,27,2025-07-15,2025-07-20,Pending,5,27,0,0
ORD01491,2025-01-12,P002,PET Strapping Roll,Strapping Solutions,200,2025-01-18,2025-01-23,Completed,5,200,200,1
ORD01492,2025-10-01,P001,PP Strapping Roll,Strapping Solutions,100,2025-10-04,2025-10-06,In Production,2,100,80,0.8
ORD01493,2025-07-11,P003,Bubble Wrap Roll,Protective Packaging,10,2025-07-16,2025-07-17,Completed,1,10,10,1
ORD01494,2025-04-03,P009,Manual Strapping Tool,Packaging Tools & Equipment,25,2025-04-06,2025-04-10,Completed,4,25,25,1
ORD01495,2025-10-30,P012,7-Ply Corrugated Box,Customized Carton Boxes,50,2025-11-03,2025-11-10,Completed,7,50,50,1
ORD01496,2025-12-07,P012,7-Ply Corrugated Box,Customized Carton Boxes,21,2025-12-09,2025-12-12,Completed,3,21,21,1
ORD01497,2025-02-27,P011,5-Ply Corrugated Box,Customized Carton Boxes,135,2025-03-03,2025-03-07,Completed,4,135,135,1
ORD01498,2025-07-13,P013,Platform Trolley,Material Handling,36,2025-07-17,2025-07-18,In Production,1,36,29,0.805555556
ORD01499,2025-12-26,P001,PP Strapping Roll,Strapping Solutions,350,2025-12-30,2026-01-06,Completed,7,350,350,1
ORD01500,2025-09-19,P009,Manual Strapping Tool,Packaging Tools & Equipment,14,2025-09-23,2025-09-25,Completed,2,14,14,1
ORD01501,2025-07-28,P012,7-Ply Corrugated Box,Customized Carton Boxes,22,2025-08-01,2025-08-06,Pending,5,22,0,0
ORD01502,2025-11-11,P011,5-Ply Corrugated Box,Customized Carton Boxes,46,2025-11-13,2025-11-17,Completed,4,46,46,1
ORD01503,2025-11-16,P008,Plastic Pallet,Pallet Solutions,147,2025-11-18,2025-11-19,In Production,1,147,104,0.707482993
ORD01504,2025-11-24,P007,Wooden Pallet,Pallet Solutions,44,2025-11-27,2025-12-04,Completed,7,44,44,1
ORD01505,2025-05-11,P011,5-Ply Corrugated Box,Customized Carton Boxes,14,2025-05-15,2025-05-20,Completed,5,14,14,1
ORD01506,2025-05-15,P003,Bubble Wrap Roll,Protective Packaging,13,2025-05-17,2025-05-22,Completed,5,13,13,1
ORD01507,2025-07-25,P006,Shrink Film Roll,Stretch / Film Solutions,12,2025-07-27,2025-07-31,Completed,4,12,12,1
ORD01508,2025-10-05,P011,5-Ply Corrugated Box,Customized Carton Boxes,32,2025-10-07,2025-10-14,Completed,7,32,32,1
ORD01509,2025-04-26,P003,Bubble Wrap Roll,Protective Packaging,14,2025-04-30,2025-05-05,In Production,5,14,11,0.785714286
ORD01510,2025-10-25,P014,Hand Pallet Truck,Material Handling,27,2025-10-30,2025-11-05,In Production,6,27,16,0.592592593
ORD01511,2025-05-14,P006,Shrink Film Roll,Stretch / Film Solutions,8,2025-05-18,2025-05-25,Completed,7,8,8,1
ORD01512,2025-01-23,P005,Stretch Film Roll,Stretch / Film Solutions,28,2025-01-27,2025-01-28,Completed,1,28,28,1
ORD01513,2025-08-04,P001,PP Strapping Roll,Strapping Solutions,190,2025-08-08,2025-08-10,Completed,2,190,190,1
ORD01514,2025-01-13,P012,7-Ply Corrugated Box,Customized Carton Boxes,24,2025-01-19,2025-01-25,Completed,6,24,24,1
ORD01515,2025-12-16,P006,Shrink Film Roll,Stretch / Film Solutions,14,2025-12-20,2025-12-27,Completed,7,14,14,1
ORD01516,2025-06-09,P001,PP Strapping Roll,Strapping Solutions,100,2025-06-13,2025-06-17,Completed,4,100,100,1
ORD01517,2025-04-09,P011,5-Ply Corrugated Box,Customized Carton Boxes,2,2025-04-15,2025-04-22,Completed,7,2,2,1
ORD01518,2025-08-03,P005,Stretch Film Roll,Stretch / Film Solutions,16,2025-08-07,2025-08-13,Completed,6,16,16,1
ORD01519,2025-03-24,P005,Stretch Film Roll,Stretch / Film Solutions,7,2025-03-27,2025-03-28,Pending,1,7,0,0
ORD01520,2025-03-10,P010,Battery Strapping Machine,Packaging Tools & Equipment,29,2025-03-14,2025-03-19,Completed,5,29,29,1
ORD01521,2025-10-01,P005,Stretch Film Roll,Stretch / Film Solutions,55,2025-10-07,2025-10-13,Completed,6,55,55,1
ORD01522,2025-10-14,P012,7-Ply Corrugated Box,Customized Carton Boxes,2,2025-10-17,2025-10-19,In Production,2,2,2,1
ORD01523,2025-03-11,P003,Bubble Wrap Roll,Protective Packaging,7,2025-03-16,2025-03-23,Completed,7,7,7,1
ORD01524,2025-05-09,P002,PET Strapping Roll,Strapping Solutions,70,2025-05-12,2025-05-18,Completed,6,70,70,1
ORD01525,2025-06-29,P012,7-Ply Corrugated Box,Customized Carton Boxes,13,2025-07-02,2025-07-05,Completed,3,13,13,1
ORD01526,2025-05-18,P013,Platform Trolley,Material Handling,9,2025-05-20,2025-05-21,Completed,1,9,9,1
ORD01527,2025-02-27,P001,PP Strapping Roll,Strapping Solutions,100,2025-03-02,2025-03-04,Completed,2,100,100,1
ORD01528,2025-08-19,P004,EPE Foam Roll,Protective Packaging,79,2025-08-24,2025-08-31,Completed,7,79,79,1
ORD01529,2025-04-09,P006,Shrink Film Roll,Stretch / Film Solutions,32,2025-04-15,2025-04-20,In Production,5,32,21,0.65625
ORD01530,2025-07-18,P013,Platform Trolley,Material Handling,39,2025-07-21,2025-07-28,Completed,7,39,39,1
ORD01531,2025-09-15,P003,Bubble Wrap Roll,Protective Packaging,10,2025-09-18,2025-09-21,Completed,3,10,10,1
ORD01532,2025-07-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,4,2025-07-27,2025-07-31,Completed,4,4,4,1
ORD01533,2025-07-04,P011,5-Ply Corrugated Box,Customized Carton Boxes,21,2025-07-08,2025-07-11,Completed,3,21,21,1
ORD01534,2025-04-22,P007,Wooden Pallet,Pallet Solutions,8,2025-04-27,2025-05-03,Completed,6,8,8,1
ORD01535,2025-12-05,P007,Wooden Pallet,Pallet Solutions,18,2025-12-09,2025-12-16,Completed,7,18,18,1
ORD01536,2025-11-03,P011,5-Ply Corrugated Box,Customized Carton Boxes,4,2025-11-05,2025-11-08,Completed,3,4,4,1
ORD01537,2025-07-12,P011,5-Ply Corrugated Box,Customized Carton Boxes,8,2025-07-15,2025-07-16,Pending,1,8,0,0
ORD01538,2025-04-26,P011,5-Ply Corrugated Box,Customized Carton Boxes,4,2025-05-02,2025-05-06,Completed,4,4,4,1
ORD01539,2025-03-22,P006,Shrink Film Roll,Stretch / Film Solutions,14,2025-03-28,2025-03-30,In Production,2,14,9,0.642857143
ORD01540,2025-01-08,P009,Manual Strapping Tool,Packaging Tools & Equipment,4,2025-01-11,2025-01-13,Completed,2,4,4,1
ORD01541,2025-11-02,P004,EPE Foam Roll,Protective Packaging,5,2025-11-08,2025-11-15,Completed,7,5,5,1
ORD01542,2025-02-01,P005,Stretch Film Roll,Stretch / Film Solutions,40,2025-02-04,2025-02-09,Completed,5,40,40,1
ORD01543,2025-08-04,P003,Bubble Wrap Roll,Protective Packaging,38,2025-08-10,2025-08-16,Completed,6,38,38,1
ORD01544,2025-08-23,P011,5-Ply Corrugated Box,Customized Carton Boxes,12,2025-08-28,2025-08-30,Completed,2,12,12,1
ORD01545,2025-01-11,P006,Shrink Film Roll,Stretch / Film Solutions,83,2025-01-13,2025-01-17,Completed,4,83,83,1
ORD01546,2025-12-29,P004,EPE Foam Roll,Protective Packaging,9,2025-12-31,2026-01-06,Completed,6,9,9,1
ORD01547,2025-01-22,P003,Bubble Wrap Roll,Protective Packaging,16,2025-01-28,2025-02-02,Completed,5,16,16,1
ORD01548,2025-07-13,P003,Bubble Wrap Roll,Protective Packaging,6,2025-07-19,2025-07-25,Completed,6,6,6,1
ORD01549,2025-08-10,P007,Wooden Pallet,Pallet Solutions,22,2025-08-16,2025-08-21,Pending,5,22,0,0
ORD01550,2025-04-03,P007,Wooden Pallet,Pallet Solutions,4,2025-04-07,2025-04-11,Completed,4,4,4,1
ORD01551,2025-12-26,P006,Shrink Film Roll,Stretch / Film Solutions,67,2025-12-30,2026-01-03,In Production,4,67,42,0.626865672
ORD01552,2025-07-08,P002,PET Strapping Roll,Strapping Solutions,255,2025-07-11,2025-07-12,Completed,1,255,255,1
ORD01553,2025-03-12,P012,7-Ply Corrugated Box,Customized Carton Boxes,27,2025-03-17,2025-03-20,Completed,3,27,27,1
ORD01554,2025-11-08,P010,Battery Strapping Machine,Packaging Tools & Equipment,22,2025-11-14,2025-11-18,Completed,4,22,22,1
ORD01555,2025-08-19,P002,PET Strapping Roll,Strapping Solutions,50,2025-08-21,2025-08-28,Completed,7,50,50,1
ORD01556,2025-08-11,P002,PET Strapping Roll,Strapping Solutions,50,2025-08-17,2025-08-19,In Production,2,50,27,0.54
ORD01557,2025-01-26,P007,Wooden Pallet,Pallet Solutions,21,2025-01-28,2025-02-03,In Production,6,21,16,0.761904762
ORD01558,2025-05-23,P006,Shrink Film Roll,Stretch / Film Solutions,27,2025-05-28,2025-05-30,Completed,2,27,27,1
ORD01559,2025-11-30,P009,Manual Strapping Tool,Packaging Tools & Equipment,22,2025-12-06,2025-12-08,Completed,2,22,22,1
ORD01560,2025-01-04,P004,EPE Foam Roll,Protective Packaging,8,2025-01-09,2025-01-10,Completed,1,8,8,1
ORD01561,2025-04-02,P011,5-Ply Corrugated Box,Customized Carton Boxes,9,2025-04-07,2025-04-14,Completed,7,9,9,1
ORD01562,2025-10-19,P003,Bubble Wrap Roll,Protective Packaging,30,2025-10-22,2025-10-24,In Production,2,30,23,0.766666667
ORD01563,2025-12-25,P005,Stretch Film Roll,Stretch / Film Solutions,11,2025-12-27,2026-01-01,Completed,5,11,11,1
ORD01564,2025-08-28,P007,Wooden Pallet,Pallet Solutions,33,2025-09-02,2025-09-07,In Production,5,33,23,0.696969697
ORD01565,2025-07-31,P005,Stretch Film Roll,Stretch / Film Solutions,66,2025-08-02,2025-08-07,Completed,5,66,66,1
ORD01566,2025-01-19,P006,Shrink Film Roll,Stretch / Film Solutions,10,2025-01-23,2025-01-26,Completed,3,10,10,1
ORD01567,2025-04-20,P001,PP Strapping Roll,Strapping Solutions,250,2025-04-24,2025-04-28,In Production,4,250,211,0.844
ORD01568,2025-05-20,P012,7-Ply Corrugated Box,Customized Carton Boxes,5,2025-05-26,2025-05-30,Completed,4,5,5,1
ORD01569,2025-04-10,P011,5-Ply Corrugated Box,Customized Carton Boxes,97,2025-04-16,2025-04-19,Completed,3,97,97,1
ORD01570,2025-06-19,P001,PP Strapping Roll,Strapping Solutions,670,2025-06-23,2025-06-24,Completed,1,670,670,1
ORD01571,2025-07-23,P012,7-Ply Corrugated Box,Customized Carton Boxes,43,2025-07-26,2025-07-28,Completed,2,43,43,1
ORD01572,2025-11-19,P011,5-Ply Corrugated Box,Customized Carton Boxes,49,2025-11-23,2025-11-29,Completed,6,49,49,1
ORD01573,2025-02-18,P002,PET Strapping Roll,Strapping Solutions,85,2025-02-24,2025-03-02,Completed,6,85,85,1
ORD01574,2025-11-21,P008,Plastic Pallet,Pallet Solutions,6,2025-11-23,2025-11-27,Completed,4,6,6,1
ORD01575,2025-12-08,P011,5-Ply Corrugated Box,Customized Carton Boxes,6,2025-12-11,2025-12-13,In Production,2,6,4,0.666666667
ORD01576,2025-01-26,P012,7-Ply Corrugated Box,Customized Carton Boxes,18,2025-01-28,2025-01-31,Completed,3,18,18,1
ORD01577,2025-12-18,P004,EPE Foam Roll,Protective Packaging,39,2025-12-24,2025-12-27,Completed,3,39,39,1
ORD01578,2025-04-08,P007,Wooden Pallet,Pallet Solutions,12,2025-04-11,2025-04-15,Completed,4,12,12,1
ORD01579,2025-01-25,P004,EPE Foam Roll,Protective Packaging,30,2025-01-27,2025-01-31,Completed,4,30,30,1
ORD01580,2025-04-20,P005,Stretch Film Roll,Stretch / Film Solutions,123,2025-04-25,2025-04-26,Completed,1,123,123,1
ORD01581,2025-04-24,P007,Wooden Pallet,Pallet Solutions,14,2025-04-28,2025-05-03,Completed,5,14,14,1
ORD01582,2025-07-05,P004,EPE Foam Roll,Protective Packaging,16,2025-07-10,2025-07-11,Completed,1,16,16,1
ORD01583,2025-02-07,P002,PET Strapping Roll,Strapping Solutions,115,2025-02-13,2025-02-17,Completed,4,115,115,1
ORD01584,2025-04-22,P005,Stretch Film Roll,Stretch / Film Solutions,40,2025-04-25,2025-04-30,Pending,5,40,0,0
ORD01585,2025-08-23,P003,Bubble Wrap Roll,Protective Packaging,31,2025-08-28,2025-09-04,Completed,7,31,31,1
ORD01586,2025-07-14,P012,7-Ply Corrugated Box,Customized Carton Boxes,63,2025-07-18,2025-07-21,Completed,3,63,63,1
ORD01587,2025-10-21,P011,5-Ply Corrugated Box,Customized Carton Boxes,6,2025-10-24,2025-10-26,Completed,2,6,6,1
ORD01588,2025-08-04,P004,EPE Foam Roll,Protective Packaging,9,2025-08-06,2025-08-09,Pending,3,9,0,0
ORD01589,2025-03-19,P012,7-Ply Corrugated Box,Customized Carton Boxes,10,2025-03-21,2025-03-22,In Production,1,10,7,0.7
ORD01590,2025-06-21,P002,PET Strapping Roll,Strapping Solutions,310,2025-06-27,2025-07-02,Completed,5,310,310,1
ORD01591,2025-01-24,P011,5-Ply Corrugated Box,Customized Carton Boxes,46,2025-01-27,2025-02-03,In Production,7,46,38,0.826086957
ORD01592,2025-02-09,P003,Bubble Wrap Roll,Protective Packaging,36,2025-02-13,2025-02-17,Completed,4,36,36,1
