Order_ID,Order_Date,Customer_ID,Customer_Name,Industry,City,State,Region,Customer_Size,Product_ID,Category,Product_Name,UOM,Quantity,Unit_Price_INR,Discount,Sales_INR,Cost_INR,Gross_Profit_INR,Ship_Mode,Planned_Production_Date,Production_Completion_Date,Dispatch_Date,Promised_Date,Production_Status,Dispatch_Status,Payment_Status,Amount_Paid_INR,Outstanding_INR,Salesperson_ID,Gross_Margin_%,Production_Days,Dispatch_Delay_Days,On_Time_Dispatch
ORD01319,2025-01-31,CUST006,Vertex Enterprises,Electronics,Patna,Bihar,East,Medium,P001,Strapping Solutions,PP Strapping Roll,Meter,1300,99.92,0.03,129893.8,73509.99,56383.81,Express,2025-02-05,2025-02-07,2025-02-11,2025-02-11,Completed,Dispatched,Paid,129893.8,0,SP05,0.434076222,2,0,Yes
ORD01320,2025-05-08,CUST003,Prime Logistics,Retail,Coimbatore,Tamil Nadu,South,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,31,858.27,0.05,26606.5,14895.76,11710.74,Standard,2025-05-14,2025-05-21,2025-05-21,2025-05-19,Completed,Dispatched,Paid,26606.5,0,SP12,0.440145829,7,2,No
ORD01321,2025-05-10,CUST052,United Manufacturing,Retail,Coimbatore,Tamil Nadu,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,7,995.24,0.08,6966.68,4377.05,2589.63,Standard,2025-05-13,2025-05-18,2025-05-22,2025-05-24,Completed,Dispatched,Paid,6966.68,0,SP11,0.371716513,5,0,Yes
ORD01322,2025-07-22,CUST046,Shree Pvt Ltd,Logistics,Noida,Uttar Pradesh,North,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,100,95.5,0.05,9549.83,5543.95,4005.88,Standard,2025-07-25,2025-07-27,2025-07-29,2025-07-28,Completed,Dispatched,Partially Paid,3751,5798.83,SP08,0.419471341,2,1,No
ORD01323,2025-03-15,CUST008,Metro Traders,Pharmaceuticals,Chennai,Tamil Nadu,South,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,23,99.54,0,2289.42,1330.23,959.19,Scheduled,2025-03-18,2025-03-24,2025-03-24,2025-03-25,Completed,Dispatched,Paid,2289.42,0,SP04,0.418966376,6,0,Yes
ORD01324,2025-11-22,CUST017,Global Logistics,Electronics,Patna,Bihar,East,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,7,63.06,0.08,441.41,229.29,212.12,Express,2025-11-25,2025-11-27,2025-11-30,2025-12-02,Completed,Dispatched,Outstanding,62.84,378.57,SP01,0.480550962,2,0,Yes
ORD01325,2025-05-10,CUST120,Prime Manufacturing,Pharmaceuticals,Coimbatore,Tamil Nadu,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,24,1012.68,0.08,24304.33,15253.8,9050.53,Express,2025-05-12,2025-05-16,2025-05-21,2025-05-17,Completed,Dispatched,Paid,24304.33,0,SP03,0.372383439,4,4,No
ORD01326,2025-05-26,CUST006,Vertex Enterprises,Electronics,Patna,Bihar,East,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,31,822.51,0.05,25497.66,13929.81,11567.85,Scheduled,2025-05-30,2025-06-01,2025-06-04,2025-05-31,Completed,Dispatched,Paid,25497.66,0,SP04,0.453682809,2,4,No
ORD01327,2025-08-19,CUST017,Global Logistics,Electronics,Patna,Bihar,East,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,250,101.72,0.03,25429.61,13344.73,12084.88,Standard,2025-08-22,2025-08-28,2025-08-30,2025-08-31,Completed,Dispatched,Paid,25429.61,0,SP11,0.47522868,6,0,Yes
ORD01328,2025-09-06,CUST050,Prime Industries,Retail,Pune,Maharashtra,West,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,21,883.35,0.05,18550.4,11305.95,7244.45,Scheduled,2025-09-11,2025-09-13,2025-09-17,2025-09-19,Completed,Dispatched,Paid,18550.4,0,SP02,0.390527967,2,0,Yes
ORD01329,2025-05-20,CUST117,National Pvt Ltd,Textiles,Gurugram,Haryana,North,Large,P014,Material Handling,Hand Pallet Truck,Nos,61,20584.94,0.02,1255681.18,806307.68,449373.5,Standard,2025-05-26,2025-06-02,2025-06-10,2025-05-31,Pending,Dispatched,Paid,1255681.18,0,SP11,0.35787229,7,10,No
ORD01330,2025-10-12,CUST093,Om Traders,Automotive,Bhopal,Madhya Pradesh,Central,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,9,776.89,0,6991.99,4290.38,2701.61,Scheduled,2025-10-18,2025-10-23,2025-10-27,2025-10-19,Pending,Dispatched,Paid,6991.99,0,SP09,0.386386422,5,8,No
ORD01331,2025-08-03,CUST064,Sunrise Industries,Electronics,Noida,Uttar Pradesh,North,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,36,921.48,0,33173.17,18602.04,14571.13,Scheduled,2025-08-09,2025-08-12,2025-08-12,2025-08-15,Completed,Dispatched,Paid,33173.17,0,SP05,0.439244426,3,0,Yes
ORD01332,2025-10-28,CUST016,Shree Pvt Ltd,FMCG,Delhi,Delhi,North,Large,P008,Pallet Solutions,Plastic Pallet,Nos,44,2314.91,0.1,101855.99,73958.85,27897.14,Express,2025-10-31,2025-11-06,2025-11-09,2025-11-11,Completed,Dispatched,Paid,101855.99,0,SP01,0.273888065,6,0,Yes
ORD01333,2025-06-22,CUST105,United Pvt Ltd,Electronics,Hyderabad,Telangana,South,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,3,64.16,0,192.49,99.93,92.56,Standard,2025-06-26,2025-06-30,2025-07-01,2025-07-05,Completed,Dispatched,Outstanding,16.32,176.17,SP04,0.480856148,4,0,Yes
ORD01334,2025-07-30,CUST022,United Manufacturing,Textiles,Patna,Bihar,East,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,41,95.92,0.08,3932.73,2391.5,1541.23,Standard,2025-08-01,2025-08-03,2025-08-06,2025-08-10,Completed,Dispatched,Paid,3932.73,0,SP04,0.391898249,2,0,Yes
ORD01335,2025-04-20,CUST045,Apex Traders,FMCG,Ahmedabad,Gujarat,West,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,33,824.81,0.03,27218.67,16732.46,10486.21,Standard,2025-04-23,2025-04-26,2025-04-26,2025-04-25,In Production,Dispatched,Paid,27218.67,0,SP06,0.385257987,3,1,No
ORD01336,2025-05-02,CUST107,Om Traders,FMCG,Kochi,Kerala,South,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,100,93.44,0,9344.27,5444.04,3900.23,Express,2025-05-08,2025-05-09,2025-05-09,2025-05-11,Completed,Dispatched,Paid,9344.27,0,SP12,0.417392691,1,0,Yes
ORD01337,2025-05-22,CUST097,Vertex Pvt Ltd,Electronics,Kochi,Kerala,South,Medium,P008,Pallet Solutions,Plastic Pallet,Nos,24,2560.96,0.05,61463.16,40865.64,20597.52,Scheduled,2025-05-28,2025-05-30,2025-05-30,2025-06-03,Completed,Dispatched,Paid,61463.16,0,SP10,0.335119769,2,0,Yes
ORD01338,2025-04-28,CUST106,Global Pvt Ltd,FMCG,Vijayawada,Andhra Pradesh,South,Medium,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,14,99.42,0.03,1391.93,825.81,566.12,Scheduled,2025-05-04,2025-05-07,2025-05-07,2025-05-09,In Production,Dispatched,Partially Paid,898.57,493.36,SP10,0.406715855,3,0,Yes
ORD01339,2025-01-11,CUST100,Sunrise Traders,Retail,Jaipur,Rajasthan,North,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,9,575.73,0,5181.54,3322.83,1858.71,Standard,2025-01-15,2025-01-17,2025-01-18,2025-01-18,Completed,Dispatched,Paid,5181.54,0,SP05,0.358717679,2,0,Yes
ORD01340,2025-08-24,CUST033,Om Manufacturing,Pharmaceuticals,Kochi,Kerala,South,Medium,P001,Strapping Solutions,PP Strapping Roll,Meter,180,89.5,0,16109.28,10015.99,6093.29,Express,2025-08-26,2025-09-01,2025-09-04,2025-09-01,Completed,Dispatched,Partially Paid,9679.3,6429.98,SP11,0.378247197,6,3,No
ORD01341,2025-08-10,CUST016,Shree Pvt Ltd,FMCG,Delhi,Delhi,North,Large,P008,Pallet Solutions,Plastic Pallet,Nos,9,2512.31,0.05,22610.82,14904.08,7706.74,Express,2025-08-13,2025-08-19,2025-08-19,2025-08-17,Completed,Dispatched,Paid,22610.82,0,SP02,0.340843012,6,2,No
ORD01342,2025-02-13,CUST025,Global Logistics,Logistics,Noida,Uttar Pradesh,North,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,25,63.3,0.05,1582.57,882.5,700.07,Scheduled,2025-02-16,2025-02-18,2025-02-18,2025-02-20,Completed,Dispatched,Partially Paid,883.24,699.33,SP11,0.442362739,2,0,Yes
ORD01343,2025-09-29,CUST013,Prime Industries,Electronics,Delhi,Delhi,North,Medium,P001,Strapping Solutions,PP Strapping Roll,Meter,240,103.07,0.03,24736.35,13396.02,11340.33,Express,2025-10-05,2025-10-10,2025-10-12,2025-10-11,Pending,Dispatched,Paid,24736.35,0,SP03,0.458447993,5,1,No
ORD01344,2025-11-09,CUST079,Shree Manufacturing,Logistics,Indore,Madhya Pradesh,Central,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,26,55.69,0,1447.89,936.51,511.38,Express,2025-11-14,2025-11-17,2025-11-19,2025-11-18,In Production,Dispatched,Partially Paid,741.79,706.1,SP09,0.353189814,3,1,No
ORD01345,2025-08-27,CUST072,United Logistics,Textiles,Bhopal,Madhya Pradesh,Central,Large,P004,Protective Packaging,EPE Foam Roll,Roll,81,1431.41,0.02,115943.85,70816.09,45127.76,Standard,2025-08-29,2025-09-05,2025-09-09,2025-09-02,Completed,Dispatched,Paid,115943.85,0,SP09,0.389220817,7,7,No
ORD01346,2025-09-03,CUST052,United Manufacturing,Retail,Coimbatore,Tamil Nadu,South,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,23,95.83,0.05,2204.17,1293.58,910.59,Scheduled,2025-09-08,2025-09-14,2025-09-21,2025-09-10,Completed,Dispatched,Paid,2204.17,0,SP10,0.413121492,6,11,No
ORD01347,2025-10-06,CUST027,Om Industries,Retail,Chennai,Tamil Nadu,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,5,627.16,0,3135.8,1883.49,1252.31,Standard,2025-10-08,2025-10-10,2025-10-20,2025-10-19,Completed,Dispatched,Paid,3135.8,0,SP01,0.399359015,2,1,No
ORD01348,2025-08-07,CUST027,Om Industries,Retail,Chennai,Tamil Nadu,South,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,9,60.6,0.03,545.43,315.7,229.73,Express,2025-08-12,2025-08-19,2025-08-20,2025-08-14,Completed,Dispatched,Paid,545.43,0,SP02,0.42119062,7,6,No
ORD01349,2025-08-05,CUST119,National Traders,Engineering,Jaipur,Rajasthan,North,Medium,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,16,100.7,0.02,1611.17,897.49,713.68,Standard,2025-08-11,2025-08-12,2025-08-14,2025-08-17,Completed,Dispatched,Partially Paid,571.34,1039.83,SP11,0.442957602,1,0,Yes
ORD01350,2025-12-20,CUST072,United Logistics,Textiles,Bhopal,Madhya Pradesh,Central,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,390,102.78,0.05,40084.17,22468.66,17615.51,Express,2025-12-22,2025-12-29,2025-12-29,2025-12-26,Completed,Dispatched,Partially Paid,25059.92,15024.25,SP02,0.43946301,7,3,No
ORD01351,2025-08-13,CUST117,National Pvt Ltd,Textiles,Gurugram,Haryana,North,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,102,54.77,0.02,5586.37,3382.03,2204.34,Express,2025-08-19,2025-08-25,2025-08-27,2025-08-18,Completed,Dispatched,Paid,5586.37,0,SP07,0.394592553,6,9,No
ORD01352,2025-12-11,CUST093,Om Traders,Automotive,Bhopal,Madhya Pradesh,Central,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,27,765.06,0.1,20656.65,12992.34,7664.31,Scheduled,2025-12-13,2025-12-20,2025-12-24,2025-12-20,Completed,Dispatched,Paid,20656.65,0,SP10,0.371033541,7,4,No
ORD01353,2025-10-04,CUST110,Om Manufacturing,Retail,Chennai,Tamil Nadu,South,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,74,1468.05,0.05,108635.95,65663.57,42972.38,Scheduled,2025-10-09,2025-10-12,2025-10-15,2025-10-17,Completed,Dispatched,Paid,108635.95,0,SP01,0.395563163,3,0,Yes
ORD01354,2025-06-10,CUST103,Apex Traders,Textiles,Coimbatore,Tamil Nadu,South,Small,P004,Protective Packaging,EPE Foam Roll,Roll,53,1460.98,0.02,77431.88,48304.78,29127.1,Express,2025-06-15,2025-06-19,2025-06-19,2025-06-23,Completed,Dispatched,Paid,77431.88,0,SP06,0.376164185,4,0,Yes
ORD01355,2025-11-22,CUST103,Apex Traders,Textiles,Coimbatore,Tamil Nadu,South,Small,P003,Protective Packaging,Bubble Wrap Roll,Roll,16,910.02,0.02,14560.3,8511.58,6048.72,Standard,2025-11-26,2025-11-27,2025-11-29,2025-12-05,Completed,Dispatched,Paid,14560.3,0,SP05,0.415425506,1,0,Yes
ORD01356,2025-09-19,CUST023,Vertex Logistics,Textiles,Noida,Uttar Pradesh,North,Large,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,13,3169.48,0.03,41203.19,27408.23,13794.96,Scheduled,2025-09-22,2025-09-25,2025-09-27,2025-09-24,In Production,Dispatched,Partially Paid,26193.5,15009.69,SP08,0.334803203,3,3,No
ORD01357,2025-01-28,CUST114,United Pvt Ltd,Chemicals,Indore,Madhya Pradesh,Central,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,70,856.51,0.08,59955.8,37742.94,22212.86,Scheduled,2025-02-02,2025-02-04,2025-02-05,2025-02-08,Completed,Dispatched,Paid,59955.8,0,SP11,0.370487259,2,0,Yes
ORD01358,2025-09-27,CUST034,Vertex Logistics,Automotive,Bhopal,Madhya Pradesh,Central,Large,P002,Strapping Solutions,PET Strapping Roll,Kg,435,129.03,0,56127.45,32279.53,23847.92,Scheduled,2025-09-30,2025-10-02,2025-10-02,2025-10-02,Completed,Dispatched,Paid,56127.45,0,SP02,0.424888713,2,0,Yes
ORD01359,2025-10-12,CUST077,Shree Industries,FMCG,Vijayawada,Andhra Pradesh,South,Large,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,18,100.06,0.08,1801.03,991.02,810.01,Standard,2025-10-18,2025-10-24,2025-10-24,2025-10-21,Completed,Dispatched,Partially Paid,989.45,811.58,SP09,0.4497482,6,3,No
ORD01360,2025-04-10,CUST025,Global Logistics,Logistics,Noida,Uttar Pradesh,North,Small,P003,Protective Packaging,Bubble Wrap Roll,Roll,21,858.44,0.1,18027.27,10630.13,7397.14,Scheduled,2025-04-15,2025-04-21,2025-04-22,2025-04-23,Completed,Dispatched,Paid,18027.27,0,SP07,0.410330571,6,0,Yes
ORD01361,2025-11-13,CUST107,Om Traders,FMCG,Kochi,Kerala,South,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,18,90.48,0,1628.59,981.87,646.72,Express,2025-11-17,2025-11-23,2025-11-24,2025-11-26,Completed,Dispatched,Partially Paid,583.5,1045.09,SP12,0.397104244,6,0,Yes
ORD01362,2025-03-08,CUST107,Om Traders,FMCG,Kochi,Kerala,South,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,120,86.36,0.05,10362.88,6472.19,3890.69,Express,2025-03-12,2025-03-18,2025-03-22,2025-03-19,Completed,Dispatched,Partially Paid,3796.04,6566.84,SP05,0.375444857,6,3,No
ORD01363,2025-11-20,CUST097,Vertex Pvt Ltd,Electronics,Kochi,Kerala,South,Medium,P010,Packaging Tools & Equipment,Battery Strapping Machine,Nos,149,41963.73,0.05,6252595.36,4060530.98,2192064.38,Scheduled,2025-11-25,2025-11-27,2025-11-29,2025-11-30,In Production,Dispatched,Paid,6252595.36,0,SP06,0.350584718,2,0,Yes
ORD01364,2025-06-24,CUST094,Sunrise Traders,Engineering,Bhubaneswar,Odisha,East,Medium,P001,Strapping Solutions,PP Strapping Roll,Meter,520,105.55,0,54884.26,28342.88,26541.38,Express,2025-06-30,2025-07-06,2025-07-07,2025-07-03,In Production,Dispatched,Partially Paid,27491.99,27392.27,SP05,0.483588191,6,4,No
ORD01365,2025-05-29,CUST044,Apex Industries,Automotive,Noida,Uttar Pradesh,North,Small,P004,Protective Packaging,EPE Foam Roll,Roll,41,1589.27,0.05,65159.9,37830.91,27328.99,Scheduled,2025-06-04,2025-06-09,2025-06-13,2025-06-11,Completed,Dispatched,Paid,65159.9,0,SP12,0.419414241,5,2,No
ORD01366,2025-09-14,CUST048,Sunrise Manufacturing,FMCG,Vijayawada,Andhra Pradesh,South,Small,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,35,633.57,0.03,22174.82,12997.97,9176.85,Scheduled,2025-09-20,2025-09-22,2025-09-24,2025-09-24,Completed,Dispatched,Paid,22174.82,0,SP06,0.413841014,2,0,Yes
ORD01367,2025-01-20,CUST101,Vertex Manufacturing,Electronics,Jaipur,Rajasthan,North,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,36,61.14,0,2200.92,1268.56,932.36,Scheduled,2025-01-24,2025-01-30,2025-01-30,2025-01-29,In Production,Dispatched,Paid,2200.92,0,SP05,0.423622849,6,1,No
ORD01368,2025-10-28,CUST041,Metro Enterprises,Chemicals,Patna,Bihar,East,Medium,P003,Protective Packaging,Bubble Wrap Roll,Roll,19,803.79,0.08,15272.04,10155.47,5116.57,Scheduled,2025-11-01,2025-11-07,2025-11-07,2025-11-08,In Production,Dispatched,Partially Paid,9009.62,6262.42,SP08,0.335028588,6,0,Yes
ORD01369,2025-03-05,CUST006,Vertex Enterprises,Electronics,Patna,Bihar,East,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,65,127.35,0.1,8277.94,4690.73,3587.21,Express,2025-03-11,2025-03-12,2025-03-16,2025-03-13,Completed,Dispatched,Partially Paid,4238.29,4039.65,SP04,0.433345736,1,3,No
ORD01370,2025-01-21,CUST009,Prime Industries,Retail,Ludhiana,Punjab,North,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,5,54.93,0.05,274.67,176.93,97.74,Express,2025-01-26,2025-02-02,2025-02-02,2025-01-27,In Production,Dispatched,Paid,274.67,0,SP07,0.355845196,7,6,No
ORD01371,2025-02-18,CUST112,National Manufacturing,Chemicals,Chennai,Tamil Nadu,South,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,24,59.93,0.05,1438.35,819.55,618.8,Standard,2025-02-23,2025-02-28,2025-03-03,2025-03-03,Completed,Dispatched,Paid,1438.35,0,SP01,0.430215177,5,0,Yes
ORD01372,2025-10-28,CUST110,Om Manufacturing,Retail,Chennai,Tamil Nadu,South,Medium,P008,Pallet Solutions,Plastic Pallet,Nos,11,2265.65,0.03,24922.13,17382.09,7540.04,Express,2025-10-30,2025-11-02,2025-11-05,2025-11-03,In Production,Dispatched,Paid,24922.13,0,SP06,0.302543964,3,2,No
ORD01373,2025-08-30,CUST102,Global Logistics,Textiles,Bengaluru,Karnataka,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,22,625.44,0.05,13759.65,8013.14,5746.51,Express,2025-09-04,2025-09-07,2025-09-14,2025-09-13,In Production,Dispatched,Outstanding,759.34,13000.31,SP03,0.417634896,3,1,No
ORD01374,2025-01-30,CUST088,United Manufacturing,Electronics,Pune,Maharashtra,West,Medium,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,8,88.97,0.05,711.79,434.97,276.82,Scheduled,2025-02-01,2025-02-04,2025-02-08,2025-02-05,In Production,Dispatched,Paid,711.79,0,SP05,0.388906841,3,3,No
ORD01375,2025-04-26,CUST093,Om Traders,Automotive,Bhopal,Madhya Pradesh,Central,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,39,85.89,0.03,3349.57,2258.21,1091.36,Scheduled,2025-04-29,2025-05-03,2025-05-07,2025-05-08,Completed,Dispatched,Paid,3349.57,0,SP03,0.325820926,4,0,Yes
ORD01376,2025-04-21,CUST067,Metro Manufacturing,Textiles,Delhi,Delhi,North,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,25,983.71,0.08,24592.83,14889.63,9703.2,Standard,2025-04-27,2025-05-02,2025-05-11,2025-04-28,Completed,Dispatched,Paid,24592.83,0,SP12,0.394554022,5,13,No
ORD01377,2025-05-31,CUST117,National Pvt Ltd,Textiles,Gurugram,Haryana,North,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,6,797.05,0,4782.27,3201.47,1580.8,Express,2025-06-03,2025-06-08,2025-06-12,2025-06-11,Completed,Dispatched,Paid,4782.27,0,SP07,0.330554318,5,1,No
ORD01378,2025-08-08,CUST103,Apex Traders,Textiles,Coimbatore,Tamil Nadu,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,48,1019.29,0,48926.16,28450.18,20475.98,Standard,2025-08-13,2025-08-20,2025-08-20,2025-08-21,Completed,Dispatched,Paid,48926.16,0,SP01,0.418507809,7,0,Yes
ORD01379,2025-09-24,CUST016,Shree Pvt Ltd,FMCG,Delhi,Delhi,North,Large,P013,Material Handling,Platform Trolley,Nos,14,8339.06,0.02,116746.88,76966.3,39780.58,Standard,2025-09-27,2025-09-30,2025-10-03,2025-10-05,Completed,Dispatched,Outstanding,11994.13,104752.75,SP06,0.340742125,3,0,Yes
ORD01380,2025-04-19,CUST002,Global Pvt Ltd,FMCG,Noida,Uttar Pradesh,North,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,5,592,0,2959.99,1776.24,1183.75,Standard,2025-04-21,2025-04-23,2025-04-24,2025-04-28,Completed,Dispatched,Partially Paid,1552.5,1407.49,SP08,0.399916892,2,0,Yes
ORD01381,2025-11-17,CUST080,Vertex Industries,FMCG,Chennai,Tamil Nadu,South,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,43,63.25,0.05,2719.61,1480.7,1238.91,Scheduled,2025-11-22,2025-11-26,2025-11-30,2025-11-24,Pending,Dispatched,Partially Paid,1215.23,1504.38,SP01,0.455546935,4,6,No
ORD01382,2025-09-28,CUST053,United Manufacturing,FMCG,Gurugram,Haryana,North,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,41,1004.21,0.08,41172.66,25557.68,15614.98,Standard,2025-10-03,2025-10-10,2025-10-11,2025-10-08,Completed,Dispatched,Partially Paid,21120.87,20051.79,SP04,0.37925604,7,3,No
ORD01383,2025-11-27,CUST062,Global Industries,Chemicals,Kochi,Kerala,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,79,869.3,0.1,68674.55,48533.03,20141.52,Scheduled,2025-12-01,2025-12-06,2025-12-10,2025-12-02,Completed,Dispatched,Partially Paid,34151.66,34522.89,SP10,0.293289435,5,8,No
ORD01384,2025-12-29,CUST109,National Enterprises,FMCG,Pune,Maharashtra,West,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,67,63.37,0,4245.99,2288.37,1957.62,Express,2025-12-31,2026-01-07,2026-01-09,2026-01-07,In Production,Pending,Partially Paid,2857.25,1388.74,SP10,0.461051486,7,2,No
ORD01385,2025-12-28,CUST102,Global Logistics,Textiles,Bengaluru,Karnataka,South,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,3,1010.59,0,3031.77,1881.96,1149.81,Scheduled,2026-01-03,2026-01-08,2026-01-11,2026-01-11,Completed,Pending,Partially Paid,1794.4,1237.37,SP12,0.379253703,5,0,Yes
ORD01386,2025-12-13,CUST087,Shree Manufacturing,FMCG,Noida,Uttar Pradesh,North,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,270,133.27,0.05,35982.79,20117.07,15865.72,Express,2025-12-18,2025-12-19,2025-12-23,2025-12-22,In Production,Dispatched,Paid,35982.79,0,SP10,0.440925231,1,1,No
ORD01387,2025-02-22,CUST080,Vertex Industries,FMCG,Chennai,Tamil Nadu,South,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,51,61.34,0,3128.2,1667.36,1460.84,Standard,2025-02-26,2025-02-27,2025-03-03,2025-03-03,In Production,Dispatched,Partially Paid,1326.3,1801.9,SP05,0.466990602,1,0,Yes
ORD01388,2025-03-14,CUST010,Metro Logistics,Textiles,Chandigarh,Chandigarh,North,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,4,3202.35,0.05,12809.41,8621.75,4187.66,Standard,2025-03-19,2025-03-23,2025-03-27,2025-03-27,Completed,Dispatched,Paid,12809.41,0,SP07,0.3269206,4,0,Yes
ORD01389,2025-11-24,CUST024,Sunrise Logistics,Retail,Kolkata,West Bengal,East,Medium,P014,Material Handling,Hand Pallet Truck,Nos,132,19646.35,0.1,2593318.48,1685157.01,908161.47,Scheduled,2025-11-26,2025-11-30,2025-12-03,2025-11-29,Completed,Dispatched,Paid,2593318.48,0,SP04,0.350192804,4,4,No
ORD01390,2025-06-16,CUST021,National Pvt Ltd,Logistics,Ludhiana,Punjab,North,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,55,1379.7,0.08,75883.32,50812.73,25070.59,Scheduled,2025-06-22,2025-06-25,2025-07-02,2025-06-29,Completed,Dispatched,Partially Paid,55698.98,20184.34,SP02,0.33038341,3,3,No
ORD01391,2025-03-14,CUST014,National Industries,Retail,Ahmedabad,Gujarat,West,Medium,P013,Material Handling,Platform Trolley,Nos,55,7695.11,0.08,423231.26,298585.74,124645.52,Standard,2025-03-20,2025-03-25,2025-03-31,2025-03-24,Completed,Dispatched,Partially Paid,260019.51,163211.75,SP09,0.294509248,5,7,No
ORD01392,2025-07-15,CUST054,Prime Industries,Chemicals,Coimbatore,Tamil Nadu,South,Small,P010,Packaging Tools & Equipment,Battery Strapping Machine,Nos,11,42112.84,0.02,463241.26,318079.3,145161.96,Express,2025-07-21,2025-07-25,2025-07-27,2025-07-26,In Production,Dispatched,Paid,463241.26,0,SP02,0.313361465,4,1,No
ORD01393,2025-12-11,CUST017,Global Logistics,Electronics,Patna,Bihar,East,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,1060,87.82,0,93092.28,56069.34,37022.94,Express,2025-12-14,2025-12-21,2025-12-22,2025-12-24,Completed,Dispatched,Outstanding,2681.63,90410.65,SP07,0.397701507,7,0,Yes
ORD01394,2025-10-05,CUST112,National Manufacturing,Chemicals,Chennai,Tamil Nadu,South,Medium,P008,Pallet Solutions,Plastic Pallet,Nos,21,2598.79,0,54574.58,34836.65,19737.93,Express,2025-10-08,2025-10-10,2025-10-14,2025-10-14,Completed,Dispatched,Outstanding,7852.38,46722.2,SP04,0.361668931,2,0,Yes
ORD01395,2025-01-01,CUST087,Shree Manufacturing,FMCG,Noida,Uttar Pradesh,North,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,3,62.37,0.02,187.11,107.08,80.03,Express,2025-01-03,2025-01-09,2025-01-13,2025-01-12,In Production,Dispatched,Paid,187.11,0,SP09,0.427716317,6,1,No
ORD01396,2025-04-14,CUST026,Prime Manufacturing,Pharmaceuticals,Pune,Maharashtra,West,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,15,63.65,0.08,954.76,516.69,438.07,Scheduled,2025-04-16,2025-04-17,2025-04-18,2025-04-28,Pending,Dispatched,Partially Paid,535.74,419.02,SP11,0.458827349,1,0,Yes
